ID,scaffold_smiles,mean_shap,effect
Train: Pos 2518,O=C(c1ccccc1)n1cnc(-c2ccccc2)n1,0.00028392,positive
Train: Pos 2519,O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccccn1,0.000283802,positive
Train: Pos 2520,O=C(COc1ccccc1)NC(=S)NNC(=O)c1ccoc1,0.000283456,positive
Train: Pos 2521,c1cc2c3c(c(N4CCCCC4)nc2s1)CCCC3,0.000282796,positive
Train: Pos 2522,O=C(Nc1ccccc1)c1sccc1OCc1ccccc1,0.000282752,positive
Train: Pos 2523,c1ccc(-[n+]2ccon2)cc1,0.00028264,positive
Train: Pos 2524,O=C(Nc1cc(-c2ccccc2)[nH]n1)c1cnc2ccccc2c1,0.000280934,positive
Train: Pos 2525,O=C(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCCCCC1,0.00028064,positive
Train: Pos 2526,c1ccc2sc(Cc3ccnc(NCCCn4cccn4)n3)nc2c1,0.000280584,positive
Train: Pos 2527,O=C1CC2(C(=O)Nc3ccccc3)CCC1C2,0.000280304,positive
Train: Pos 2528,O=C(Nc1ccc2ncsc2c1)c1ccccc1,0.000279301,positive
Train: Pos 2529,O=c1cccco1,0.000279228,positive
Train: Pos 2530,O=S1(=O)CCC(NC(=S)SCCOc2ccccc2)C1,0.000279012,positive
Train: Pos 2531,O=C(OCc1ccccc1)c1ccccc1N1CCOCC1,0.000278978,positive
Train: Pos 2532,O=C(N=c1[nH]c2ccccc2s1)c1ccc(S(=O)(=O)N2CCc3ccccc3C2)cc1,0.000278875,positive
Train: Pos 2533,O=C1COC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1,0.00027886,positive
Train: Pos 2534,c1ccc(N=c2cnss2)nc1,0.000278526,positive
Train: Pos 2535,O=C(CCS(=O)(=O)c1nccc(-c2ccccc2)n1)Nc1ccon1,0.00027839,positive
Train: Pos 2536,O=C1NNC1c1ccccc1,0.000277424,positive
Train: Pos 2537,O=C(NNC(=O)c1ccc[nH]1)c1cccc(S(=O)(=O)Nc2ccccc2)c1,0.00027705,positive
Train: Pos 2538,O=C(NCC1CCCN1)c1ccc2c(c1)NC(=O)c1ccccc1S2,0.000276342,positive
Train: Pos 2539,c1ccc2[nH]c(Cc3ccncn3)nc2c1,0.000275638,positive
Train: Pos 2540,O=C(NC1CCN(c2nnn[nH]2)CC1)c1cnc2ccccc2c1,0.000274787,positive
Train: Pos 2541,O=C(c1cc(=O)c2ccccc2o1)N1CCN(c2ccccc2)CC1,0.000274782,positive
Train: Pos 2542,O=C1CC(=O)C(CC2C(=O)CC(=O)CC2=O)C(=O)C1,0.000274617,positive
Train: Pos 2543,O=c1ocnc2c1sc1nc3c(cc12)COCC3,0.000274242,positive
Train: Pos 2544,c1ccc(CSc2cc(-c3cccnc3)ccn2)cc1,0.000274099,positive
Train: Pos 2545,O=S(=O)(CC(CN1CCCCC1)N1CCCCC1)c1ccccc1,0.000273596,positive
Train: Pos 2546,O=C1COc2ccc(C(=O)CSc3nc4ccccc4c(=O)n3-c3ccccc3)cc2N1,0.000273223,positive
Train: Pos 2547,O=C(Nc1ccccc1)c1cc(-c2ccco2)on1,0.000272536,positive
Train: Pos 2548,O=C1N(c2ccccc2)OC1(c1ccccc1)C1CCCCC1,0.000272387,positive
Train: Pos 2549,c1ccc(CCNc2nc(-c3ccccn3)nc3ccccc23)cc1,0.000272204,positive
Train: Pos 2550,c1ccc(CNc2ncnc3scc(-c4cccs4)c23)nc1,0.000270546,positive
Train: Pos 2551,O=C(NNC(=O)c1ccccc1-n1cccc1)c1ccccc1,0.000270479,positive
Train: Pos 2552,O=C1NCC(c2ccccc2)C1Cc1ccco1,0.000270447,positive
Train: Pos 2553,c1ccc(Cc2nc3ccccc3s2)cc1,0.000270367,positive
Train: Pos 2554,C(#Cc1conc1-c1ccccc1)c1ccccc1,0.000269784,positive
Train: Pos 2555,c1csc(-c2cnc3ccccc3c2)c1,0.000269756,positive
Train: Pos 2556,O=C(Nc1nc(-c2ccc3c(c2)OCCO3)cs1)c1ccccc1,0.000268789,positive
Train: Pos 2557,C=C1C=c2c(ccc3ccccc23)=N1,0.000268312,positive
Train: Pos 2558,O=C(COc1ccc2ccc(=O)oc2c1)Nc1ccccc1,0.000268248,positive
Train: Pos 2559,c1ccc2cc(OCc3cscn3)ccc2c1,0.000267695,positive
Train: Pos 2560,S=C(Nc1ccccc1)N1CCNCC1,0.000267415,positive
Train: Pos 2561,c1ccc2c(c1)[nH]c1ccncc12,0.000267392,positive
Train: Pos 2562,O=C(NCCc1ccccc1)c1cccnc1,0.00026718,positive
Train: Pos 2563,O=C(NCc1ccco1)n1ccc(=O)o1,0.000265372,positive
Train: Pos 2564,N=C1CC(c2ccccc2)C2C(=O)CCC=C2O1,0.000265256,positive
Train: Pos 2565,O=C(CON=Cc1ccccc1)N1CC2CCCC1C2,0.000265226,positive
Train: Pos 2566,O=C(NC(=S)Nc1cc2c(s1)CNCC2)c1ccccc1,0.000265003,positive
Train: Pos 2567,S=c1[nH]cc(C=CC2=CCCN2)o1,0.000264701,positive
Train: Pos 2568,O=C(c1ccccc1)c1cccnc1,0.000264577,positive
Train: Pos 2569,O=C(c1cccs1)N1CCC23C1=NC=CC2Nc1ccccc13,0.000264416,positive
Train: Pos 2570,O=C(NC1CNC1=O)OCCC=Cc1ccccc1,0.000264012,positive
Train: Pos 2571,O=C(Nc1cccc2ccccc12)C(Cc1ccccc1)=NC(=O)c1cccs1,0.000264003,positive
Train: Pos 2572,c1ccc2c(N3CCCCC3)ccnc2c1,0.000263894,positive
Train: Pos 2573,O=c1[nH]nc(-c2ccccc2)cc1Nc1ccccc1,0.000263286,positive
Train: Pos 2574,c1ccc(N=Nc2[nH+]ccs2)cc1,0.000262862,positive
Train: Pos 2575,O=C1CC(=NCCN2CCCCC2)C(=O)c2ccccc21,0.000262686,positive
Train: Pos 2576,O=C(Nc1ccc2c(c1)CN(c1cncnc1)CC2)c1cccc(CN2CCNCC2)c1,0.000261461,positive
Train: Pos 2577,O=C(COc1ccccc1C(=O)Cc1cc[nH+]cc1)NCc1ccccc1,0.000261324,positive
Train: Pos 2578,C(=Nn1cnnn1)c1ccccc1,0.000260557,positive
Train: Pos 2579,c1ccc2oc(Oc3ccc(OCCN4CCCC4)cc3)nc2c1,0.000260324,positive
Train: Pos 2580,c1ccc(-c2cnoc2-c2ccc(OCc3ccc4ccccc4n3)cc2)cc1,0.00025994,positive
Train: Pos 2581,O=c1ccn(-c2ccc3c(c2)CCC3)c2nc(NCCCN3CCNCC3)ncc12,0.000259818,positive
Train: Pos 2582,O=c1ccc2ccc(OCc3cn(-c4ccccc4)nn3)cc2o1,0.000258792,positive
Train: Pos 2583,O=C1C2C(c3ccccc3)C3COc4ccccc4C3N2C(=O)N1c1ccccc1,0.000258202,positive
Train: Pos 2584,O=C1N=c2ccccc2=C1c1c[nH]c2ccccc12,0.000258078,positive
Train: Pos 2585,O=C(NNC(=O)c1cc2ccccc2[nH]c1=O)c1ccccc1,0.000257725,positive
Train: Pos 2586,O=C(NN=Cc1cnn(-c2ccccc2)c1)c1cc(-c2ccccc2)[nH]n1,0.000257722,positive
Train: Pos 2587,O=c1[nH]c(-c2ccc3c(c2)OCO3)nc2c1sc(=S)n2-c1ccccc1,0.000257679,positive
Train: Pos 2588,O=C1CCC(C(=O)Nc2cccc(S(=O)(=O)Nc3ccccc3)c2)=NN1,0.00025688,positive
Train: Pos 2589,O=S(=O)(Nc1ccccc1)c1coc2ccccc12,0.000256681,positive
Train: Pos 2590,c1ncc2sc3nc4c(cc3c2n1)CCC4,0.000256071,positive
Train: Pos 2591,O=C(C1=NN(S(=O)(=O)c2ccccc2)CC1c1ccccc1)C1CO1,0.00025605,positive
Train: Pos 2592,O=C1C=C(c2ccccc2)C(c2ccccc2)C1,0.000255703,positive
Train: Pos 2593,O=C(CC1N=C(Cc2ccccc2)NNC1=O)NN=Cc1ccccc1,0.000255487,positive
Train: Pos 2594,O=C(NCCCNC(=O)c1nc[nH]c1C(=O)Nc1ccccc1)c1nc[nH]c1C(=O)Nc1ccccc1,0.000255019,positive
Train: Pos 2595,C(#Cc1cc(-n2ccc3cncnc32)ccn1)Cc1nccs1,0.000254935,positive
Train: Pos 2596,c1ccc2sc(Cc3ccnc(NCCCN4CCOCC4)n3)nc2c1,0.000254308,positive
Train: Pos 2597,O=C(COc1cc2c(c3oc(=O)ccc13)CCCO2)Nc1cccnc1,0.000254048,positive
Train: Pos 2598,O=C(c1ccccc1)c1ccc(=O)n(-c2nccs2)c1,0.000253645,positive
Train: Pos 2599,c1ccc2c3cc[nH]cc-3nc2c1,0.000253008,positive
Train: Pos 2600,O=C(COC(=O)c1ccccc1)NC(=O)c1ccccc1,0.000252738,positive
Train: Pos 2601,O=C(NCC1CCCO1)C(c1ccccc1)N(Cc1cccs1)C(=O)c1ccns1,0.000252624,positive
Train: Pos 2602,c1ccc(Cn2cc3c(-c4ccccc4)nnc-3c3ccccc32)cc1,0.000252093,positive
Train: Pos 2603,O=C(CNC(=O)c1nn(-c2ccccc2)c(=O)c2ccccc12)Nc1ccccc1,0.000251821,positive
Train: Pos 2604,S=C(Nc1ccc2nc(N3CCNCC3)ccc2c1)N1CCN(c2ccccc2)CC1,0.000251667,positive
Train: Pos 2605,c1ccc(-c2[nH]nc3cccnc23)cc1,0.000251523,positive
Train: Pos 2606,O=C(Nc1ccccc1)c1ccc2ncsc2c1,0.000249751,positive
Train: Pos 2607,c1cncc(NC2CCCCCC2)c1,0.000249104,positive
Train: Pos 2608,O=C(NC1CCNCC1)c1ccc(N2CCCC2)nc1,0.000248668,positive
Train: Pos 2609,O=C(Nc1ccc2c(=O)oc3ccccc3c2n1)c1ccc(S(=O)(=O)N2CCCC2)cc1,0.00024855,positive
Train: Pos 2610,c1ccc(COc2ccccc2CNc2ccccc2)cc1,0.000248159,positive
Train: Pos 2611,O=C(NC(=S)Nc1ccc(Oc2ccccc2)cc1)c1ccccc1,0.000247551,positive
Train: Pos 2612,O=C(NC1CCNCC1)c1ccc(N2CCCCC2)nc1,0.000247074,positive
Train: Pos 2613,N=C1CCCCC1=N,0.000246461,positive
Train: Pos 2614,c1ccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3[nH]2)cc1,0.000246329,positive
Train: Pos 2615,O=C(Nc1ccc(C2=NCCN2)cc1)c1ccc(C(=O)Nc2ccc(C3=NCCN3)cc2)cc1,0.00024598,positive
Train: Pos 2616,S=C(Nc1ccccn1)N1CCN(c2ccccc2)CC1,0.00024509,positive
Train: Pos 2617,O=c1[nH]cnc2c1SCC2,0.000244517,positive
Train: Pos 2618,c1cc(CCn2ccnc2)cc(OCC2CC2)c1,0.000243923,positive
Train: Pos 2619,O=C1CCCC2C3CCCN4CC5(C6CCC7C8CCCC(=O)N8CC8CCCN6C87)OC5C(CN12)C34,0.000243724,positive
Train: Pos 2620,c1ccc(Nc2nc(-c3cccs3)cs2)nc1,0.000243571,positive
Train: Pos 2621,O=C1NN=C2C1=NCCc1ccccc12,0.000242876,positive
Train: Pos 2622,O=C(OC1CCC(NCCCn2nnc3cc(CNCCc4cccc5[nH]c(=O)ccc45)ccc32)CC1)C(c1cccs1)c1cccs1,0.000242445,positive
Train: Pos 2623,O=C(c1ccco1)N(c1cc2sc(=O)oc2c2ccccc12)S(=O)(=O)c1ccccc1,0.000242372,positive
Train: Pos 2624,c1ccc(C(OC2CNC2)c2ccc(-c3ccn[nH]3)cc2)cc1,0.000242322,positive
Train: Pos 2625,c1ncc2nc[nH]c2n1,0.000241577,positive
Train: Pos 2626,O=C(c1ccc2c(c1)ncn1c3ccccc3nc21)N1CCCCC1,0.000241224,positive
Train: Pos 2627,c1ccc2c(Sc3nc4ccccc4o3)nncc2c1,0.000240926,positive
Train: Pos 2628,O=C1N(c2ccccc2)C(=O)C2(Cc3ccccc3)c3c[nH]cc3C(c3ccccc3)N12,0.000240702,positive
Train: Pos 2629,O=C(COC(=O)CNS(=O)(=O)c1ccccc1)NCC(=O)Nc1ccccc1,0.000240185,positive
Train: Pos 2630,C(=NN1CCN(c2ccccc2)CC1)c1cccs1,0.00024015,positive
Train: Pos 2631,c1cncc(CNc2ncnc3ccc(-c4ccoc4)cc23)c1,0.000239902,positive
Train: Pos 2632,O=C(NCc1ccco1)c1ccc2c(c1)N=Cc1ccccc1S2,0.000238878,positive
Train: Pos 2633,O=C(COC(=O)c1ccccc1)NC12CC3CC(CC(C3)C1)C2,0.000238513,positive
Train: Pos 2634,O=S(=O)(c1ccccc1N1CCNCC1)N1CCOCC1,0.000238307,positive
Train: Pos 2635,O=C1CCCc2[nH]ccc21,0.000238284,positive
Train: Pos 2636,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,0.000238235,positive
Train: Pos 2637,O=C(CSc1cccc(-c2cccnc2)n1)c1ccccc1,0.000238122,positive
Train: Pos 2638,O=C(Nc1ccon1)c1cc2cccnc2s1,0.000238072,positive
Train: Pos 2639,O=C(CSc1ccsc1)Nc1ccccc1,0.000238032,positive
Train: Pos 2640,c1ccc(-c2[nH]ncc2-c2ccc3c(c2)OCCCO3)cc1,0.000237829,positive
Train: Pos 2641,O=C(CCN1C(=O)c2ccccc2C1=O)Nc1ccc(-c2nc3ccccc3s2)cc1,0.000237728,positive
Train: Pos 2642,O=C1CC(C(=O)Nc2ccccc2)C2(CCCC2)O1,0.000237503,positive
Train: Pos 2643,O=C(Cn1ncc2c(=O)oc3ccccc3c21)N1CCc2ccccc2C1,0.000237458,positive
Train: Pos 2644,O=c1cc(-c2ccccc2)cc(-c2ccco2)[nH]1,0.000236846,positive
Train: Pos 2645,O=S(=O)(Nc1ccccc1)c1ccc(N2CCOCC2)cc1,0.000236608,positive
Train: Pos 2646,O=C(Nc1ccccc1)c1ccccc1,0.000236579,positive
Train: Pos 2647,O=C(Nc1nc2cc3c(cc2s1)OCO3)c1ccccc1,0.000235854,positive
Train: Pos 2648,O=C(C=NNc1ccccc1)n1cccn1,0.00023564,positive
Train: Pos 2649,N=C(NOC(=O)c1ccccc1)c1ccccc1,0.000235295,positive
Train: Pos 2650,O=C(Nc1ccccc1)c1cnc(Nc2ccccc2)s1,0.000234216,positive
Train: Pos 2651,c1ccc(-c2cc(SCc3nnc(-c4ccccc4)o3)nc(-c3ccccc3)c2)cc1,0.000234162,positive
Train: Pos 2652,c1ccc(C2=Nc3ccccc3Oc3ccccc32)cc1,0.000233512,positive
Train: Pos 2653,O=C(OCC(=O)C12CC3CC(CC(C3)C1)C2)c1ccccc1,0.000232498,positive
Train: Pos 2654,C=C1CCC2C(CC3C(=O)OC4C3CCC(=C)C3CCC(=C)C34)C(=O)OC2C2C(=C)CCC12,0.000232289,positive
Train: Pos 2655,O=C(Oc1ccc2ccc(=O)oc2c1)C(NS(=O)(=O)c1ccccc1)c1ccccc1,0.000231643,positive
Train: Pos 2656,N=C1C2CCCC1(NC(=O)c1ccccc1)CS2,0.000231547,positive
Train: Pos 2657,O=C(OC1CCCCC1)c1ccc2ncc3c(c2c1)CCC3,0.000231043,positive
Train: Pos 2658,O=C(Nc1cccc(S(=O)(=O)Nc2ccccc2)c1)c1ccccc1,0.000230701,positive
Train: Pos 2659,O=c1oc(-c2ccccc2NS(=O)(=O)c2ccccc2)nc2ccccc12,0.000230687,positive
Train: Pos 2660,O=C(NCc1ccccc1)c1cnc2ccccc2c1,0.000230431,positive
Train: Pos 2661,c1ccc2[nH]c(Oc3ccc(OCCN4CCCCC4)cc3)nc2c1,0.000230019,positive
Train: Pos 2662,c1ccc2[nH]c(Oc3ccc(OCCN4CCCCCC4)cc3)nc2c1,0.000230019,positive
Train: Pos 2663,O=C1c2cccc3c(Sc4ccccc4)ccc(c23)C(=O)N1c1ccccc1,0.000229674,positive
Train: Pos 2664,N=C1c2ccccc2-c2ccccc21,0.000229556,positive
Train: Pos 2665,O=C1C(Cc2ccccc2)=Nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,0.000228781,positive
Train: Pos 2666,O=C1OCOC(=O)C1Cc1ccccc1,0.000228099,positive
Train: Pos 2667,O=C1CC(=O)c2ccccc2N1,0.000227612,positive
Train: Pos 2668,O=C(Nc1ccccc1)c1cccc2c1C(=O)N(Cc1ccccn1)C2,0.000227265,positive
Train: Pos 2669,c1ccc(CSc2nnc(-c3c[nH]c4ccccc34)n2-c2ccccc2)cc1,0.000226189,positive
Train: Pos 2670,O=c1ccnc(NCc2ccccc2)[nH]1,0.00022494,positive
Train: Pos 2671,O=c1oc(-c2conc2-c2ccccc2)nc2ccccc12,0.000224755,positive
Train: Pos 2672,c1ccc(N2NCCC23c2ccccc2-c2ccccc23)cc1,0.000224357,positive
Train: Pos 2673,O=C(CSc1cc(C(=O)c2ncc[nH]2)c2ccccc2n1)Nc1ccccc1,0.000223761,positive
Train: Pos 2674,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCC1,0.000223433,positive
Train: Pos 2675,O=C(COC(=O)c1ccccn1)NC1CCS(=O)(=O)C1,0.000223076,positive
Train: Pos 2676,C(=Cc1nn2c(-c3ccccc3)nnc2s1)c1ccccc1,0.000223026,positive
Train: Pos 2677,c1cnc2[nH]ccc2n1,0.000221844,positive
Train: Pos 2678,O=C(CCc1ccccc1)Nc1cccc(Nc2ccc3c(c2)CCc2ccccc2C3=O)c1,0.000221554,positive
Train: Pos 2679,C(=Nc1ccccc1)c1ccccn1,0.000221254,positive
Train: Pos 2680,O=C(Nc1ccccc1)c1c[nH]c(=O)n(-c2ccccc2)c1=O,0.000220838,positive
Train: Pos 2681,O=C1CCC2c3[nH]c4ccccc4c3CCN12,0.000220621,positive
Train: Pos 2682,O=C(Nc1nc2ccccc2s1)c1ccco1,0.00021985,positive
Train: Pos 2683,N=C1CC(c2ccccc2)c2ccccc2O1,0.000219559,positive
Train: Pos 2684,O=C(Cc1cn(-c2ccccc2)c(=S)[nH]1)Nc1ccccc1,0.000219339,positive
Train: Pos 2685,O=C(COc1ccc(C=NNC(=O)C(=O)N2CCCCCC2)cc1)Nc1ccccc1,0.00021928,positive
Train: Pos 2686,c1ccc(-c2ccn3c(c2)nc2ccccc23)cc1,0.00021928,positive
Train: Pos 2687,N=C1C2C3CC4C2C(=N)C2C1C3C42,0.000218885,positive
Train: Pos 2688,O=C(CNCc1ccccc1)Nc1ccccc1,0.000218716,positive
Train: Pos 2689,O=c1sc(Nc2ccccc2)nc2ccccc12,0.000217815,positive
Train: Pos 2690,O=C(Cc1nc2ccccc2s1)c1ccccc1,0.000217726,positive
Train: Pos 2691,O=C(CC1CCC2NC(=O)c3cc(NC(=O)c4ccccc4)ccc3OCC2O1)Nc1ccccc1,0.0002177,positive
Train: Pos 2692,c1ccc(-c2csc3ncnc(N4CCc5ccccc5C4)c23)cc1,0.000217562,positive
Train: Pos 2693,O=S(=O)(c1ccccc1)N1CCc2ccccc21,0.000217524,positive
Train: Pos 2694,O=C(Nc1ccccc1)c1c[nH]c(=S)cc1-c1ccco1,0.000217381,positive
Train: Pos 2695,O=C(NCCn1ccc2ccccc21)c1ccc(-c2c[nH]cn2)cc1,0.000217215,positive
Train: Pos 2696,O=C(NC(=S)NCc1ccccc1)C1CCCCC1,0.000216577,positive
Train: Pos 2697,O=C(Nc1ccc2c3c(cccc13)C(=O)N2)c1cccc(-n2cccc2)c1,0.000216452,positive
Train: Pos 2698,c1ccc2c(c1)NC(c1ccncc1)n1c-2nc2ccccc21,0.000215987,positive
Train: Pos 2699,C(=NNc1nn2cnnc2c2ccccc12)c1ccccc1,0.000215735,positive
Train: Pos 2700,O=C(CC(=O)c1ccc2occc2c1)c1ccccc1,0.000215341,positive
Train: Pos 2701,c1csc(-c2cn3ccccc3n2)c1,0.000215133,positive
Train: Pos 2702,c1ccc(Nc2nc(-c3cnc4ccccn34)cs2)cc1,0.000214563,positive
Train: Pos 2703,O=C(Nc1ccccc1)Nc1ccc2c(c1)oc1ccccc12,0.000213885,positive
Train: Pos 2704,O=C(c1cccnc1)N1CCc2ccccc2C1,0.000212545,positive
Train: Pos 2705,c1ccc(C2C3CNCC2N3)cc1,0.000212533,positive
Train: Pos 2706,O=C(Nc1cnn(Cc2ccccc2)c1)c1cc[nH]n1,0.00021237,positive
Train: Pos 2707,c1ccc(CC2CCN(c3ccccc3)CC2)cc1,0.000212289,positive
Train: Pos 2708,O=C1NC(=O)C(=Cc2ccc(N3CCCCC3)o2)S1,0.000211192,positive
Train: Pos 2709,c1ccc(-c2nnc(Nc3nc4ccccc4s3)o2)cc1,0.000211083,positive
Train: Pos 2710,C(#Cc1cccc(-n2ccc3cncnc32)c1)Cc1nccs1,0.000210985,positive
Train: Pos 2711,O=C(Nc1ccccc1)N1CCC(n2cccc2)CC1,0.000210719,positive
Train: Pos 2712,O=C1CC2SCC=CN12,0.000210672,positive
Train: Pos 2713,O=C(Nc1ccccc1)Nc1ccc2ccccc2c1,0.000210519,positive
Train: Pos 2714,C(=Nn1cnnc1)c1nc2ccccc2[nH]1,0.000210272,positive
Train: Pos 2715,c1cc(-c2ncon2)c2cc[nH]c2c1,0.000210249,positive
Train: Pos 2716,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,0.000209952,positive
Train: Pos 2717,c1c[nH]cn1,0.000209549,positive
Train: Pos 2718,N=c1[nH]c2ccccc2o1,0.000209518,positive
Train: Pos 2719,O=C(c1ccc(CS(=O)(=O)c2ccccc2)o1)N1CCOCC1,0.000208295,positive
Train: Pos 2720,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.000207448,positive
Train: Pos 2721,c1nc(-c2ccc3c(c2)CCO3)cs1,0.000207288,positive
Train: Pos 2722,O=C(NC1CNC1=O)OCc1ccc(C2CCCC2)cc1,0.00020721,positive
Train: Pos 2723,c1ccc(SSc2ccccc2)cc1,0.00020667,positive
Train: Pos 2724,c1ccc(Cc2cncs2)cc1,0.000206021,positive
Train: Pos 2725,O=C1OC(OC(=O)c2cccnc2Nc2ccccc2)c2ccccc21,0.000205159,positive
Train: Pos 2726,O=C(NC1CC1)c1ccc(=O)n(CC2CCCCC2)c1,0.000205066,positive
Train: Pos 2727,c1cc2c(s1)C[SH+]C2,0.000204604,positive
Train: Pos 2728,O=C(c1scc2c1OCCO2)N1CCOCC1,0.000204312,positive
Train: Pos 2729,N=C1CC(Cc2ccccc2)c2c(ccoc2=O)O1,0.0002039,positive
Train: Pos 2730,c1ccc(C2Oc3ccccc3C3=Nc4ncnn4C(c4cccs4)C32)cc1,0.000203809,positive
Train: Pos 2731,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,0.000202433,positive
Train: Pos 2732,O=C(Nc1cccc(NC(=O)c2cccc(-n3ccnc3)c2)c1)C(=O)c1c[nH]c2ccccc12,0.000201953,positive
Train: Pos 2733,c1ccc2sc(Cc3ccnc(NCCN4CCCCC4)n3)nc2c1,0.000201754,positive
Train: Pos 2734,O=C(CCS(=O)(=O)c1ccccc1)Nc1nc2c(s1)C(=O)CCC2,0.000201745,positive
Train: Pos 2735,S=P(c1cc2c([nH]1)CCCC2)(N1CCOCC1)N1CCOCC1,0.000201386,positive
Train: Pos 2736,c1ccc(N=c2ccc3ccccc3o2)cc1,0.000201254,positive
Train: Pos 2737,O=C(c1ccccc1)c1cnc(Nc2ccccc2)s1,0.000200113,positive
Train: Pos 2738,c1ccc(CNc2ccnc3ccccc23)cc1,0.000199981,positive
Train: Pos 2739,O=c1cc[nH]c(SCCCOc2ccccc2)n1,0.000199555,positive
Train: Pos 2740,O=C(COc1ccccc1)NNC(=S)NC(=O)C1CCCCC1,0.000199137,positive
Train: Pos 2741,c1ccc(Nc2nc(-c3cncs3)cs2)cc1,0.000198696,positive
Train: Pos 2742,O=C1C=C(N2CCCCC2)c2ccccc2C1=O,0.000198615,positive
Train: Pos 2743,c1ccc(Nc2cccnc2)cc1,0.000197432,positive
Train: Pos 2744,c1ccc(SCc2cc3ccccc3[nH]2)nc1,0.000196989,positive
Train: Pos 2745,c1ccc(Cn2nnnc2-c2cccs2)cc1,0.000196143,positive
Train: Pos 2746,O=C(Nc1c[nH]c(=O)[nH]c1=O)c1ccc(NC2CC2)cc1,0.00019412,positive
Train: Pos 2747,O=C(c1ccccc1)c1coc2ccccc12,0.000193709,positive
Train: Pos 2748,O=C(Nc1nc2ccccc2c(=O)s1)c1ccccc1,0.000193566,positive
Train: Pos 2749,O=C1c2ccccc2C(=O)c2c(C(=O)N3CCCCC3)coc21,0.000193368,positive
Train: Pos 2750,C1=C2CCC3C4CCCC4CCC3C2Cc2cn3c(nc21)nc1ccccc13,0.000192719,positive
Train: Pos 2751,O=C(Oc1cccc(-c2ccccc2)c1)c1ccccc1,0.000192693,positive
Train: Pos 2752,O=C(CCc1ccccc1)NC(=S)N=NC(=O)c1ccn[nH]1,0.000192572,positive
Train: Pos 2753,O=C(COc1ccccc1)Nc1cccc(-c2nc3cccnc3o2)c1,0.00019241,positive
Train: Pos 2754,O=S1(=O)CC(SCc2ccccc2)=Nc2ccccc21,0.000192254,positive
Train: Pos 2755,O=c1[nH]c2ccccc2[nH]1,0.000192072,positive
Train: Pos 2756,O=C(CSc1nc2c([nH]c3ccccc32)c(=O)n1-c1ccccc1)N1CCOCC1,0.000192002,positive
Train: Pos 2757,c1ccc2[nH]c(Oc3ccc(OCCN4CCCC4)cc3)nc2c1,0.000191924,positive
Train: Pos 2758,O=C1C=C(NC(=O)c2ccccc2)C(=O)C=C1NC(=O)c1ccccc1,0.000191056,positive
Train: Pos 2759,c1cncc(-c2ccnc3c2CCCC3)c1,0.000191042,positive
Train: Pos 2760,O=S1(=O)C=C(Sc2nc3ccccc3o2)c2ccccc21,0.000190533,positive
Train: Pos 2761,O=C(Nc1ccn(Cc2ccccc2)n1)c1cc(-c2ccccc2)on1,0.00019052,positive
Train: Pos 2762,O=C(Oc1cccc2ccccc12)c1ccccc1,0.000190031,positive
Train: Pos 2763,O=c1c2sc3nccc(-c4ccccc4)c3c2ncn1-c1ccccc1,0.000189695,positive
Train: Pos 2764,c1ccc(-c2cnn3c(NCCCn4ccnc4)ccnc23)cc1,0.000189631,positive
Train: Pos 2765,O=C(Nc1ccc(NC(=O)c2cc3ccccc3o2)cc1)c1ccccc1,0.000187988,positive
Train: Pos 2766,O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccc(NC(=O)c2ccco2)c1,0.000187674,positive
Train: Pos 2767,O=C1N=C(Cc2ccco2)C(=O)N1,0.000187528,positive
Train: Pos 2768,O=C(Nc1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1)c1cccnc1,0.000187111,positive
Train: Pos 2769,O=C1CSC2(C(=O)N3CC=Cc4cccc2c43)N1c1ccccc1,0.000186769,positive
Train: Pos 2770,[CH]=C(C1C(=O)CCCC1=O)N1CCCC1,0.000186335,positive
Train: Pos 2771,O=C1c2ccc3c4c(ccc(c24)C(=O)N1c1ccccc1)C(=O)N(c1ccccc1)C3=O,0.000186203,positive
Train: Pos 2772,O=C(CN1C(=O)NC(c2ccccc2)C1=O)c1ccc2c(c1)OCO2,0.000185964,positive
Train: Pos 2773,C(=NNc1ncnc2sccc12)c1ccccn1,0.000185561,positive
Train: Pos 2774,O=C(c1ccccc1)c1c[nH]c(-c2nnc(COc3ccccc3)o2)c1,0.000183877,positive
Train: Pos 2775,O=C(Oc1ccc(N(C(=O)c2ccncc2)S(=O)(=O)c2ccccc2)cc1)c1ccncc1,0.000183313,positive
Train: Pos 2776,c1cc(N2CCCCC2)cc(N2CCOCC2)c1,0.000183085,positive
